 Net Value Growth Rate_x_ Equity to Liability, Interest-bearing debt interest rate_div_ Cash/Total Assets, Net Value Growth Rate_x_ Revenue Per Share (Yuan ¥), Net Value Growth Rate_x_ Interest-bearing debt interest rate, Net profit before tax/Paid-in capital_div_ Interest-bearing debt interest rate, Net profit before tax/Paid-in capital_div_ Cash/Total Assets, Interest-bearing debt interest rate_div_ Revenue Per Share (Yuan ¥), Revenue Per Share (Yuan ¥)_div_ Net Value Growth Rate, Interest-bearing debt interest rate_x_ Net profit before tax/Paid-in capital, Net Value Growth Rate_div_ Revenue Per Share (Yuan ¥), Net Value Growth Rate_x_ Net profit before tax/Paid-in capital, Net profit before tax/Paid-in capital_div_ Net Value Growth Rate, Net profit before tax/Paid-in capital, Cash/Total Assets, Revenue Per Share (Yuan ¥)_div_ Cash/Total Assets, Equity to Liability, Cash/Total Assets_div_ Net profit before tax/Paid-in capital,Bankrupt
1.7924938680115607e-05,0.0086924489299938,2,2.947537047429431e-07,289.7735993571773,2.518882901723312,0.0404851526053765,32.114687690147484,0.000111053945301,0.0311377259353296,8.54132216451375e-05,376.7607026886417,0.179390694517759,0.071218344134298,0.2147069403460249,0.0376471831536077,0.3970013068723283,0
1.6839049043357418e-05,0.0988386058456561,7,4.125210933355031e-07,252.4455392756468,24.95172310044494,0.0121540479377329,96.91207671028684,0.000122666606454,0.0103184552645924,0.0001041406038251,297.3533612596157,0.175974662544303,0.0070525956190951,8.13215392259488,0.0284542806948546,0.040077333386255,0
8.943764917120997e-06,0.0161605310324346,8,2.1550241544584865e-07,391.34356581629794,6.324457012980548,0.0041360899001176,238.4719328610481,8.318716646567392e-05,0.0041932755135603,8.433731292278053e-05,386.00674904034537,0.180431340019606,0.0285291332370055,3.907199788427649,0.0191343004998751,0.1581162765445443,0
2.156230432760442e-05,0.00345068833229,5,2.877226035519891e-07,357.52061518222234,1.2337137061089185,0.0151154693355037,75.77156385041428,0.000117820077008,0.0131972963802368,0.0001028685541483,409.48373496511925,0.205240932056406,0.166360249304995,0.2282884736887681,0.0430206050247114,0.810560737239622,0
2.5070322106987925e-05,0.0105618033594985,1,2.916879020428104e-07,270.64826640441936,2.8585786398065904,0.0737665364306207,18.861573946851017,0.0001098443680428,0.0530166254847768,7.894606421731032e-05,376.5736194738797,0.172422894201041,0.0603176918816271,0.1431786232740625,0.0547550728347946,0.349824126679238,0
1.6839292573507555e-05,0.0006197652988808,2,6.243424691288144e-08,1152.992246899075,0.7146338612740022,0.0065896353508639,51.11264114330154,2.424818305674165e-05,0.0195641684134137,7.199116670077694e-05,388.37050276313227,0.167212125782369,0.233982921461258,0.0940514890813625,0.0391122138579964,1.3993178208416222,0
1.799604104185777e-05,0.0029821786932211,1,5.047283963614192e-08,1746.2286862400636,5.208007256615793,0.0129610925068757,21.28829585499894,2.4321412610301933e-05,0.0469730187821064,8.814458894919639e-05,481.860028758665,0.206093054822412,0.0395723340209515,0.2300867319902692,0.0420769909672349,0.1920119634061947,0
1.985682034749413e-05,0.0441936453981374,1,2.4435089410596266e-07,292.84818689717906,12.942255163842464,0.0927025612217408,14.44649142411713,9.58360823639744e-05,0.0692192269677803,7.155896718956118e-05,392.197618592213,0.167528843978584,0.0129443217148173,0.4767244097613653,0.0464873975765177,0.0772662225485768,0
8.861043601025448e-06,0.0061921081627128,8,4.506714246295611e-07,179.10940486738482,1.1090760663132102,0.0090826596249657,237.0700711904693,0.0001738129472399,0.0042180695555277,8.072031006140322e-05,385.6671147540091,0.176442198929191,0.159089347608915,0.6817504836112946,0.0193688802308001,0.901651303134388,0
1.961796069190565e-05,0.0116144690954207,7,5.06488405299784e-07,297.2909577849711,3.452932871693924,0.0203508193155121,36.58194479780919,0.0001121017463332,0.0273355490082878,0.0001505768752254,221.32863470628504,0.182557876479903,0.0528703709959516,0.570712415365841,0.0237846165914743,0.2896088030783149,0
1.8968350035041007e-05,0.0018627880468524,7,1.5145206095223746e-07,914.5810826553346,1.7037447738799318,0.0042901066309146,81.43152799079617,4.839312073880759e-05,0.012280067076679,0.0001385212116733,319.5227945966588,0.210383832290174,0.12348317569516,0.4342054544762895,0.0288088309680858,0.5869422972361377,0
4.011631867213901e-05,0.0,2,0.0,18253525.3751602,3.782766159243948,0.0,33.60355282072677,0.0,0.0297581090670426,8.618163069450707e-05,386.6069010271992,0.182535253751602,0.0482544276436118,0.328794913134954,0.0849675545634082,0.2643567420993101,0
2.2586881231951265e-05,0.0028757349045137,2,9.398261053031853e-08,1082.1934499973647,3.112265256028684,0.0078034044653739,49.2326807633878,3.907705452694093e-05,0.020311292331019,0.0001017127180135,415.78185838749016,0.205648141165825,0.066076665427157,0.3685229615243207,0.0456673484968468,0.3213093093838509,0
1.2947261356095902e-05,0.0587400955878293,2,8.417752741178814e-08,960.8950488691692,56.44608506444236,0.0092276935899038,45.02677927259916,3.36100573332948e-05,0.0222085013867728,8.089009432570116e-05,399.2670212903876,0.179714953623407,0.0031838238020827,6.365628207370783,0.028765159610175,0.0177159638679526,0
3.3392811623007884e-05,0.0,3,0.0,17836513.0834779,0.9585979985889042,0.0,66.29113331863077,0.0,0.0150846467512753,8.354511300038296e-05,380.79355634646174,0.178365130834779,0.18606873946259,0.1668792621732611,0.0712921797598338,1.043190045945956,0
2.5050097501484424e-05,0.0022734911446443,1,1.1740903278381025e-07,650.7816516847556,1.4796019386822865,0.0314086787885865,19.190602289533288,4.6057648521797146e-05,0.0521075965563946,7.641051645834086e-05,392.2748009625192,0.173131739687806,0.117012366884282,0.0723840845305462,0.056758770399696,0.6758573577364094,0
1.1338617065974304e-05,0.000451731505907,5,6.235465942948984e-08,1710.743082956095,0.7728550884224591,0.0035698627694866,78.28976340983309,2.9816208375977057e-05,0.0127727881033057,0.0001066808827738,478.1611737262294,0.225857778448081,0.292238188119519,0.1265402658086224,0.0240053774828906,1.2939035227766662,0
6.541032580406272e-06,0.0121927589578294,1,1.9098280707281746e-07,298.80988102348255,3.643388565200836,0.0675870229235327,19.9960662873026,7.712901597074574e-05,0.0500084393671307,5.706867312358735e-05,403.84244753787175,0.151813588718799,0.0416682298821852,0.1804006480852266,0.0174003980749227,0.2744696801461531,0
2.62284611633078e-05,0.0008363173117616,2,1.1511359898857582e-07,711.6717184681,0.5952071834004119,0.0114559220485057,47.40242577433877,4.44901589925136e-05,0.0210954989350492,8.192636940726758e-05,386.48077277444025,0.177942839906493,0.298959486573794,0.0730030219328862,0.0569678224427962,1.680087099486683,0
2.2403568615437262e-05,0.0008029892358341,2,8.943619113923064e-08,938.8791964986806,0.7539497739601813,0.0125981395229393,31.708908617635085,3.3546186984265975e-05,0.0315361910281846,8.397422167588298e-05,375.07722086688176,0.177475303521605,0.235394056887774,0.0637386734111341,0.0473488180139185,1.326348167623427,0
1.4766955143829564e-05,0.0059031430150471,7,1.3344684657146548e-07,703.5481717781088,4.153290170411861,0.0055263462707672,111.71071278112989,5.796417059696827e-05,0.0089514986897311,9.388955590690508e-05,434.3521437249029,0.201945554633889,0.0486230205006267,1.0681816862803906,0.0317620092881396,0.2407729062471677,0
1.6177235031509145e-05,0.0024204598893035,3,2.154694973240308e-07,678.3407523297175,1.6419718911194043,0.0156684099296366,14.079408836046571,3.2245393304881e-05,0.0710249396575326,0.0001461684449154,149.6502634253999,0.147899856722721,0.0900745263076168,0.1544801393810501,0.0163688595354092,0.6090237151902664,0
5.319734554221921e-05,5910638087.169192,7,1572780.6283723,2.6746592803271193e-10,1.5808943012502017,61185565671.18722,4.664769918404435,120065455.0938844,0.2143717362968243,0.0004206652303594,76.33928181386217,0.179202171781917,0.113354925646362,0.0966017495243167,0.0226619153811512,0.6325532675953194,0
4.7298951440446624e-05,0.0012561051456902,7,3.053183254813599e-07,542.1330933126588,0.6809929807039531,0.0120305727996614,44.66340630926614,8.89433638334037e-05,0.0223893903224357,0.0001655272548213,291.30968071104087,0.219591282708695,0.322457473308712,0.1044093904352905,0.0627475966347245,1.46844380453863,0
3.9596979601797146e-05,0.0,1,0.0,16950456.2250207,0.2211296089342699,0.0,24.09774803267184,0.0,0.0414966823473523,7.542724906847335e-05,380.9120883380497,0.169504562250207,0.766539410329693,0.0139893843272629,0.088984667699334,4.522234416179631,0
1.6862577900321227e-05,0.0053084524903745,7,6.695593902943195e-07,188.82077003925983,1.0023557146712692,0.0212321611443479,76.24268354982502,0.0002046643771533,0.0131158060112056,0.0001264279340147,305.6654836361297,0.196583968026544,0.196121950646491,0.2500193631578464,0.0262197788853848,0.9976497200601434,0
2.5373884747922392e-05,0.0,3,0.0,17336550.788025,0.7416709417541619,0.0,63.55975710635526,0.0,0.0157328634084541,7.648340485711217e-05,392.9599907541053,0.17336550788025,0.233749889207612,0.1199624033486768,0.0575151750165505,1.348306699427228,0
4.70760808502936e-05,0.0,8,0.0,17747530.352160502,1.1733432504468972,0.0,52.3973436818596,0.0,0.0190847240528747,0.000162137875405,194.2614488768517,0.177475303521605,0.151256072526583,0.3164810615071158,0.0515292414967454,0.8522654194842134,0
1.6913612312185536e-05,0.0037058583167655,2,1.4200618217630872e-07,517.9363887577666,1.919458476533311,0.0151112797652176,48.325911770394754,5.371412640848965e-05,0.0206923535905874,7.355245311600284e-05,378.2434505286873,0.166797375763517,0.0868981322639399,0.2452377717425934,0.0383555684254977,0.5209801812310347,0
1.861832091628622e-05,0.001877184482407,7,1.6431832974846722e-07,614.6340961680799,1.1538179809408142,0.0050302812077369,121.59582503640576,6.17782689210749e-05,0.008223806595796,0.0001009988337527,375.95974292134593,0.194864640675666,0.168886802213461,0.373176788142687,0.0359217258311774,0.8666877323715182,0
9.74108542821937e-06,0.0103755938335771,3,1.7684413681729381e-07,465.4027801436905,4.828957949844981,0.0127589163025673,63.33686723279016,6.651367195386435e-05,0.015788249873379,8.230593005710595e-05,376.1066175317114,0.175944498906568,0.0364352832317864,0.8132031032829947,0.0208234132496284,0.2070839462863525,0
3.171465186292244e-05,0.0004543195509738,4,1.194972745793302e-07,1017.1977342635188,0.462152649925299,0.0073611069341723,61.72896173339896,5.523606428962756e-05,0.0161995302708444,0.0001215575732704,462.2280080035664,0.237040947138225,0.512906163266646,0.0617188979210614,0.0618445310603689,2.1637870917284414,0
8.452264973781596e-06,0.0051036278628253,7,1.677670208682172e-07,347.1635369331708,1.77183588321469,0.0063061067299992,165.181205094195,6.067138649616149e-05,0.0060538057656691,5.8243985569468245e-05,361.6317105141374,0.145132342960561,0.0819107043813136,0.8093150514993297,0.021061350918462,0.5643862495881428,0
2.5503894549643764e-05,0.0,5,0.0,18426966.2921348,0.8349780452095077,0.0,75.15989627842376,0.0,0.0133046951254796,9.110682295880437e-05,372.6902202866602,0.184269662921348,0.220688023629809,0.1683888115562496,0.0515833380993811,1.197636160802247,0
3.0759180455168666e-05,0.0096821202114494,2,3.8428585507741204e-07,206.1246919536865,1.9957474952148235,0.0674714022893784,27.93584969206412,0.0001493073219545,0.035795476836165,7.921173420366175e-05,388.52331751943626,0.175431717065078,0.0879027519905365,0.1434995006363953,0.0681229352824266,0.5010653059234158,0
1.6260640022464595e-05,0.0004306166436132,3,5.4727513125385446e-08,1521.801631744771,0.6553672635995603,0.0040004772253563,66.88524793360851,2.228699606254641e-05,0.0149506444104883,8.32913010970601e-05,407.2266762410437,0.184171631098711,0.281020482368143,0.1076412830270502,0.0359551184361555,1.525861857404657,0
9.41081982677857e-06,0.0248631735296718,6,2.932317345053464e-07,265.3558476820189,6.597690292486917,0.0149609255999869,95.7321348895574,0.0001114479896824,0.0104455799509596,7.781195614012013e-05,380.0595690576944,0.17197043963502,0.0260652388994293,1.661873633667148,0.020798639479295,0.1515681267028645,0
4.530934655117806e-05,3513929828.5971184,9,833993.9174192459,4.948399947765415e-10,1.7388330180281313,10504927931.497154,76.74806215139886,332730412.4877465,0.0130295151662643,0.0004126935457394,398.9563162229787,0.405768795716764,0.233356954993058,0.3345029496009794,0.0445490829081059,0.575098311416148,0
9.89146894919152e-06,0.021299289823018,2,2.7340973428930765e-07,266.14380928905,5.668765255775906,0.0384022983176841,36.854141056055305,0.0001029890335387,0.0271333587630847,7.276747793981301e-05,376.6752879221408,0.165560666616394,0.0292057621825232,0.5546354673344385,0.0225050838562527,0.1764051873875418,0
6.654926592287014e-05,0.0,1,0.0,16347183.4703265,1.621774918110823,0.0,11.764521677358127,0.0,0.0849993762178999,7.7128055526459e-05,346.46892339945765,0.163471834703265,0.100798092669938,0.0550681602052749,0.141050238130728,0.6166082780365466,0
2.230958174977057e-05,0.0,7,0.0,21444084.1565493,1.3919552826787418,0.0,93.35921638942936,0.0,0.0107111039973168,0.000109882335614,418.4837979115334,0.214440841565493,0.154057267725771,0.3105301927781814,0.0435382580708922,0.7184138031587695,0
9.252962238508491e-06,0.0106552880513791,7,3.920394079677499e-07,189.9828653782565,2.024344746053629,0.0125496183813238,163.20469598133354,0.0001525534953012,0.0061271337649521,7.448160124237707e-05,389.1190664645636,0.170243571374708,0.0840981020960698,0.8490526353356671,0.0211496169658439,0.4939869181380116,0
1.1022597757711992e-05,0.0030658620098127,3,1.4319929563469324e-07,523.0448130566178,1.6036322561182474,0.0097750518893089,76.40334405545369,5.5941556752759874e-05,0.0130881295367074,7.490193909517464e-05,390.6463293940661,0.171057989593545,0.106669077592194,0.3136414136865738,0.0251729586084107,0.623584268760613,0
1.3495823840262254e-05,0.0017051780875575,8,1.0569814264670309e-07,1239.662496735091,2.113993131968797,0.0021913499695942,88.30268260811688,2.5356702022656728e-05,0.0113245293005544,0.000131039185436,239.8940823829277,0.17730186260463,0.0838705853786642,0.7781403472471159,0.0182604516068949,0.4730383506196202,0
9.39095708024715e-06,0.0024831296870219,6,1.251799556611026e-07,751.2361379715632,1.865489902443831,0.0064752368935787,80.2357305561954,4.886081700695965e-05,0.0124630182447663,9.404339390514026e-05,390.3166552656826,0.191591885981449,0.102703245445371,0.3834808050040865,0.0191319252045523,0.5360521379010483,0
1.4579146100591864e-05,0.0064733662467349,3,2.615870622963571e-07,332.53801737130044,2.152679300103969,0.0183289952467058,63.79297863729492,0.0001017152993483,0.0156753697365761,8.698921592214913e-05,388.8309613066637,0.183915240177965,0.0854354936391544,0.3531761569166123,0.030823673121501,0.4645372994163508,0
1.1434817324777552e-05,0.0103622421242323,5,1.0742448475680872e-07,747.7426323972827,7.748607724633429,0.0056314686536755,98.43093262290448,4.4528334893657786e-05,0.0101591748365913,8.03291587305037e-05,414.49883158540064,0.182474926476133,0.0235493724130535,1.8400599151208168,0.0259752185082259,0.1290553807981934,0
3.353572965041555e-05,0.0025305227994179,3,3.644944020798602e-07,281.9620669874414,0.7135214033297762,0.0272251227430762,51.67059964405876,0.0001445804787099,0.0193529779307288,0.0001027750302576,396.6525619285298,0.20190785008672,0.282973772068037,0.0929480414538778,0.0658829976291882,1.4014995352162067,0
1.3555660592790311e-05,0.0017514135301749,6,1.2050428459973586e-07,719.6941228886826,1.260532438653691,0.0054993012156795,94.3295532058936,4.499167962191594e-05,0.0106009092407891,8.672969411144656e-05,373.35391262830814,0.179948721815851,0.142756111379982,0.3184792169517567,0.0281255897652264,0.7933154623510782,0
9.41702927964869e-06,0.0216486150236261,1,1.89526922647734e-07,380.8032336800858,8.244048259706084,0.0390930200283007,26.61166900663435,7.508673346784965e-05,0.0375765868289239,7.217409035711078e-05,396.17049254001176,0.169097353140789,0.0205114362960237,0.5537713880592984,0.0220632462114712,0.1212995632518885,0
4.334456608367946e-05,0.0024665865509867,2,6.940402905496704e-08,1076.1697637211405,2.65463385314142,0.0123056803497347,29.23482500556639,2.687257640626216e-05,0.0342049748564367,7.469524432460038e-05,387.1816227964966,0.1700625895483,0.0640625308084255,0.2004427678925056,0.0986848522645539,0.3766997033949896,0
1.3091427946157188e-05,0.001709240479838,3,8.385720588483188e-08,1136.4177616797128,1.942518545076472,0.0067200277340245,58.14642575153268,3.7239686565729054e-05,0.0171975840276474,9.530208270343448e-05,444.0749285263106,0.205723550260161,0.105905568498383,0.2543501177314771,0.0282597710213681,0.5147955264066657,0
1.1882194122095174e-05,0.0004295359132855,7,5.7896762084080536e-08,1497.7230794271622,0.6433761055766762,0.0017188913984071,164.6623947890667,2.454552068583896e-05,0.0060728969536078,8.672009059785788e-05,423.94388044976176,0.191742704170123,0.298025829797483,0.2498912124452119,0.0262721592740258,1.5543006736259124,0
1.607600409727821e-05,0.0007262376051938,3,6.536745372106735e-08,1201.524102539022,0.8726525774167706,0.0048309472277715,65.67623863843377,2.49215178662802e-05,0.0152258663751189,7.854602482837693e-05,381.244295149265,0.173048789684036,0.198302033862972,0.150330220417932,0.0354178719810216,1.1459312877352803,0
1.0217018320700784e-05,0.0262604943596468,2,1.991265607479833e-07,386.5143304695175,10.150288580693289,0.0318991700393471,30.34571930497319,7.450602537064747e-05,0.0329528265719201,7.696702232608553e-05,374.1559256685825,0.169700625895483,0.0167187881451353,0.8232338097647218,0.0225269778069732,0.0985193016921412,0
3.3137648077382176e-05,0.0,1,0.0,17970741.2713973,0.835651679559183,0.0,20.2817410872284,0.0,0.0493042558244778,7.906599824090494e-05,408.4438431054934,0.179707412713973,0.21505061110181,0.041495229491192,0.0753178500481088,1.1966707209645433,0
1.626756737873464e-05,0.00683033807845,2,2.3115998624293346e-07,278.66224403330926,1.90339084290834,0.0401691820989514,34.75096798543597,8.992269410184022e-05,0.0287754493550526,6.441669446052637e-05,388.9967543292855,0.158298770831762,0.0831667087123192,0.1700391417396975,0.0399762195505789,0.5253780747730948,0
1.0900018703222982e-05,0.0071267867624787,3,2.224064611717113e-07,362.41247932598094,2.582889165894568,0.0162327451525028,66.51658435877802,8.703441794294702e-05,0.0150335084843544,8.060452180353544e-05,391.3218159929599,0.177603498981977,0.0687615541147595,0.4390375339965475,0.0240170330069061,0.3871632633212069,0
8.948518435622579e-06,0.0112052456592283,3,2.635617253408845e-07,260.6834075921353,2.9210676170950785,0.0211742208016253,72.26598477453528,0.0001051367484987,0.0138374309137566,6.870725055143377e-05,398.8978866634743,0.16555312570696,0.0566755440810103,0.5291926455365455,0.0215618466111472,0.3423405049924862,0
2.7385569719363333e-05,0.0124601422784142,2,1.8173348866668545e-07,419.7063343283157,5.2297297539116565,0.0209874993181781,43.012169311188806,6.885780200069537e-05,0.0232487040471252,7.627657949049434e-05,378.8859602281696,0.17000226227283,0.0325068823773115,0.5936932091427911,0.061035888565274,0.1912143993295718,0
1.653684290151801e-05,0.0090214073772549,7,4.154229293482285e-07,255.3386820063693,2.303544615847496,0.0109246440050342,126.95934097771412,0.0001471271250494,0.0078763923658637,0.0001060749406586,354.1557924329173,0.193823995173818,0.0841416184453029,0.825784901982524,0.0302167216765069,0.4341135060636383,0
1.8030050760618075e-05,0.0,6,0.0,19383907.699268498,1.52023199023846,0.0,97.03957071325424,0.0,0.0103048541306941,9.160081415693033e-05,410.1796804611345,0.193839076992685,0.127506237886732,0.3596537486972722,0.0381539010295472,0.6577942553533785,0
1.7007899877137556e-05,0.0,1,0.0,16106628.4593922,4.168004090923635,0.0,30.30219223081353,0.0,0.0330001044152595,6.793035181840395e-05,381.88721605165904,0.161066284593922,0.0386434944400903,0.330725030515031,0.0403265869913219,0.2399229120997519,0
1.4610865593336534e-05,0.0,7,0.0,18166050.8257296,0.2941559046216651,0.0,118.23809760100688,0.0,0.0084573196378702,8.100421080366296e-05,407.3837628622721,0.181660508257296,0.617565387814953,0.0853751124399316,0.0327664110721085,3.3995575579073294,0
4.8863270824201176e-05,1.6264632238894936,7,0.0005154577175194,0.2465274087405169,0.4009677680069017,14.647095772215266,132.4484692711506,0.246527411205791,0.0075499585550341,0.0001270744566861,478.259652014993,0.246527411205791,0.61483098360133,0.111043377537353,0.0947958856050344,2.4939659068923383,0
9.291009880375895e-06,0.0069383162265868,7,2.5031019722162585e-07,362.46941348451656,2.5149755870892365,0.006534744667169,166.61403872990064,9.87887643300144e-05,0.0060017692787247,9.073152832089412e-05,394.657129874332,0.189231581328708,0.0752419057864349,1.0617576831957136,0.019377525368977,0.3976180999066623,0
0.0,0.0094499654817704,0,0.0,244.11015392792527,2.306931101096992,0.009085683667261,2575736.95116233,1.3369740563527308e-05,0.0,0.0,5712992.98695423,0.0571299298695423,0.024764461657769,1.040093641712837,0.0039462801534101,0.4334760672655929,1
1.4107398698298128e-05,0.0120770003497027,2,1.2771612349988536e-07,596.436997377392,7.203419910954834,0.0107530170810039,60.40679841819198,4.948248387916976e-05,0.0165540485691134,7.617726590458218e-05,387.43242909519313,0.171796998718045,0.023849356112446,1.1231262584261503,0.0318153812335852,0.1388228834157864,0
4.460633368487749e-05,0.0124900005206493,2,1.5236009199517158e-07,432.6226713069074,5.403606230557913,0.0199857269551718,43.28110600367698,5.701923031454551e-05,0.0231042067746753,6.591624564245272e-05,374.2310139974988,0.157062061684639,0.0290661460045656,0.6249456761177724,0.106285827787311,0.1850615218098408,0
1.4284808629945238e-05,0.0100528532630111,1,1.5479523439251333e-07,446.7314500641551,4.491049761782713,0.0343425035416503,24.654937009905296,5.85548035234762e-05,0.0405588407507462,6.915380960562841e-05,378.2638031548826,0.161737425533519,0.0360132684343315,0.2927230891816663,0.0334094128034603,0.2226650145375156,0
1.6073534804981147e-05,0.0152054779250702,2,1.1498132753606509e-07,638.9455917289708,9.715846725030575,0.0195810094163342,30.03039301964285,4.320302326589408e-05,0.033298819372935,7.346963772437828e-05,375.7309747020382,0.166148857552221,0.0171008008973331,0.7765415026074381,0.0363497020999647,0.1029245708939802,0
6.297494679190622e-06,0.2263496790326292,2,3.3419854928998813e-07,175.6236951027966,39.75284476213586,0.054686689192195,37.88229012062546,0.000121596715889,0.0263968847278176,5.86938895006817e-05,363.83667350898526,0.14613528391524,0.0036760862590137,4.139024205217254,0.0156794204767695,0.0251553622709779,0
5.259834962598997e-05,0.0051477819526058,2,4.25471841163244e-08,1538.9279068195283,7.922841900488848,0.005799316101902,42.17246082108798,1.6015778487583782e-05,0.0237115747298981,6.548346766979708e-05,376.4149106128989,0.15700173440917,0.0198163306996021,0.8876527741581723,0.126108656309739,0.1262172644907548,0
1.4448267653561667e-05,0.10451981148691,6,3.026330902112415e-07,265.15818414112084,27.714695794331703,0.0152279155032573,98.00738365970798,0.0001197669272997,0.0102030839845674,8.02468346735731e-05,395.7408212429117,0.178206771736671,0.0064300361047499,6.863696333363322,0.032085740779711,0.0360818821937501,0
1.3539662717460802e-05,0.0198662641528954,7,9.811234988918309e-08,885.2432082317059,17.587293308090803,0.0036082675817224,130.59657226975096,4.093045606498373e-05,0.0076569997163799,8.685733066705458e-05,417.1703063411899,0.190355176834326,0.0108234392653145,5.5057615238340505,0.0296733145154895,0.0568591770222399,0
1.0271684402136716e-05,0.0031009178805948,7,1.51230294135835e-07,538.5920864281824,1.670179238335997,0.0062957117790308,120.01259905041974,6.154504297423984e-05,0.0083322706942131,8.145384921469327e-05,406.9533005023562,0.182067717366714,0.109010875291634,0.4925443558887979,0.0229595304658845,0.5987380458265862,0
6.421909739771856e-06,0.1620326489285977,1,3.278700341237638e-07,171.88336431046704,27.8510272823025,0.0737721784976009,33.270947980204426,0.0001383281077523,0.0300554050301931,5.635603272433291e-05,421.8876647607269,0.154196516099842,0.0055364649937904,2.1963905496745864,0.0175710755479228,0.0359052511352009,1
3.683152679326515e-05,1091906735.0200057,2,84548.94030966601,1.0718145941733884e-09,1.1703215740706574,10233063829.92705,37.44739965165967,34726792.8512178,0.0267035402142439,9.062078814579476e-05,410.7213340064365,0.19292662695121,0.164849234195478,0.1067037333504973,0.0784122757601232,0.8544659089100662,0
2.718754677350869e-05,0.004236647617352,2,2.3328191982351146e-07,393.8554518348223,1.6686638384837391,0.0218309692799493,39.76941499470146,7.977345506210994e-05,0.02514445393619,9.18813974962728e-05,341.95498807245593,0.177256617148028,0.106226668531666,0.1940658478280483,0.0524499267637002,0.5992817884487642,0
2.976105211354901e-05,0.0007497856764393,2,7.605134337862973e-08,1735.7938957343365,1.3015973377251702,0.0067736339701521,21.40575596411214,1.914277846606682e-05,0.0467157314597805,0.000132022028671,251.70514153751984,0.182293944649725,0.14005401390291,0.1106917197030316,0.0410935935564302,0.7682866619028679,0
3.3942251183237534e-05,0.0003332618053289,2,5.4476995985747484e-08,1724.0180125995466,0.574604068812846,0.0065192253404818,31.04900419769963,1.901291101887419e-05,0.0322065112646337,9.392826615463894e-05,349.0013387631328,0.181057235502602,0.315099108383678,0.0511198157801163,0.0654274843725346,1.7403286320245586,0
2.292216946361236e-05,0.0047454153349863,1,4.898987699863782e-07,208.6432339049485,0.9901101810216444,0.1025445186362066,15.069482676488832,0.0001579554682713,0.0663580218845099,0.0001022152384128,322.4189824972548,0.181539853706357,0.18335317350028,0.0462765811899674,0.0407110266108279,1.0099884937495385,0
0.0001281411945011,0.0,2,0.0,23425835.1557198,0.367121949753008,0.0,32.83077047491566,0.0,0.0304586500050956,0.0001266954257594,433.1329272174849,0.234258351557198,0.638094093920515,0.0278272458897878,0.236931560950053,2.723890364804391,0
0.0001081003072667,2048598.2427096544,9,4790.9169642435,1.818565719025692e-07,0.3725510536248089,55235558.46274493,3.778865726575694,181856.571902571,0.2646289740686283,0.0008712597353871,37.95853563617968,0.181856571902571,0.488138649475424,0.037088375100556,0.0225635944170162,2.684195668743749,0
4.618035750293313e-06,0.0259046924700017,2,1.552342258735163e-07,314.0126270634835,8.134578125014773,0.0147946285684795,91.3510025524515,6.588315871025248e-05,0.0109464608290195,4.874657128265937e-05,424.3987715902552,0.143835306537969,0.0176819526448308,1.7509519744293327,0.013626324278176,0.1229319270845641,0
1.803579655201221e-05,0.0,7,0.0,18583063.117412,0.6730606427309882,0.0,101.68167552587192,0.0,0.0098344047995024,8.834034752436842e-05,390.9006251073133,0.18583063117412,0.276097891698872,0.1750775759558301,0.037939668010293,1.4857500891910136,0
1.255747875637043e-05,0.0036236732382158,3,5.950238777611144e-08,1135.185814325801,4.113828089878944,0.0044164180241242,78.9217370722781,2.3545556425780884e-05,0.0126704698590526,6.755095676583625e-05,395.6981802479489,0.163494457431566,0.0397426466836382,0.8205002577129263,0.0303930288226434,0.2430825171516786,0
9.021711209822882e-06,0.003640527885404,7,2.509292276193059e-07,335.7215942093087,1.222226753811612,0.0078686939464148,143.90573035063704,9.539567937639252e-05,0.0069488449641937,8.424394070409943e-05,380.16158507140096,0.178960862680039,0.146421971127426,0.4626596704354385,0.019164977415183,0.8181786830533134,0
3.35523164898604e-05,0.0054174883323934,5,4.91767416213928e-07,250.076564030828,1.3548058140153203,0.0287231858124994,36.199293963456405,0.000127872752587,0.0276244354018735,0.0001229812255701,260.02311055979106,0.178825126310233,0.131993168993112,0.1886102116821775,0.0487879121913288,0.7381130623836069,0
1.304537891344096e-05,0.0,9,0.0,40993137.7724154,0.7035963890505461,0.0,596.7867267686169,0.0,0.0016756044206021,0.0001907817462925,880.7977023074177,0.409931377724154,0.582622902942074,0.4767235256037719,0.0280305126399273,1.4212693157668752,0
1.0248037853328347e-05,0.0024939737591683,7,1.307687988822296e-07,573.5180038276271,1.4303873331709054,0.0043992924532878,151.2983054551555,4.992207990875153e-05,0.0066093092532418,7.500080255755655e-05,381.749729760691,0.169210466782294,0.118296945557615,0.5669032949648504,0.0231207561736897,0.6991112359420611,0
5.672249295412872e-06,0.0108228115384531,8,2.242063512007986e-07,187.1738217463755,2.0257794064038097,0.0057446836151735,303.33374321365136,7.313056922161299e-05,0.0032966066332945,4.196623099587247e-05,326.1661861379728,0.11699720986351,0.0577541608113249,1.883969817796072,0.0158136035918698,0.4936370358090681,1
1.277217680544318e-05,0.0,7,0.0,20516552.2962069,0.4846378160127584,0.0,131.65484261435245,0.0,0.0075954625446561,0.0001004756601726,418.9276511829402,0.205165522962069,0.423337823291713,0.1523053329422278,0.0260800509212824,2.0633964057207392,0
